description,playlist_link,track URI,track_name,track_album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_track,track_release_date,main_artist_name,main_artist_popularity,all_artist,all_followers,artist_genres,Lyrics,words/min,word count
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,3r8RuvgbX9s7ammBn07D3W,Ditto,Ditto,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,185507,94,12/19/22,NewJeans,84,['NewJeans'],[1715000],"[['k-pop', 'k-pop girl group']]","우-우, 우-우 ♪ 우-우, 우-우 Stay in the middle, like you a little Don't want no riddle, 말해줘, say it back Oh, say it ditto, 아침은 너무 멀어 So say it ditto 훌쩍 커버렸어, 함께한 기억처럼 널 보는 내 마음은, 어느새 여름 지나 가을 기다렸지 all this time Do you want somebody like I want somebody? 날 보고 웃었지만 do you think about me now, yeah? All the time, yeah? All the time? I got no time to lose 내 길었던 하루, 난 보고 싶어 라타타타, 울린 심장 (라타타타) I got nothing to lose 널 좋아한다고, ooh-whoa, ooh-whoa, ooh-whoa 라타타타, 울린 심장 (라타타타) But I don't want to Stay in the middle, like you a little Don't want no riddle, 말해줘, say it back Oh, say it ditto, 아침은 너무 멀어 So say it ditto I don't want to walk in this 미로 다 아는 건 아니어도, 바라던 대로 말해줘, say it back, oh, say it ditto I want you so, want you, so say it ditto Not just anybody, 너를 상상했지 항상 닿아있던, 처음 느낌 그대로 난 기다렸지 all this time I got nothing to lose 널 좋아한다고, ooh-whoa, ooh-whoa, ooh-whoa 라타타타, 울린 심장 (라타타타) But I don't want to Stay in the middle, like you a little Don't want no riddle, 말해줘, say it back Oh, say it ditto, 아침은 너무 멀어 So say it ditto I don't want to walk in this 미로 다 아는 건 아니어도, 바라던 대로 말해줘, say it back, oh, say it ditto I want you so, want you, so say it ditto 우-우, 우-우 ♪ 우-우, 우-우",85.71105133499006,265.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,5WxVXxCMRnvxUKFq40ELwq,Escapism.,Escapism. (Sped Up),0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373,83,11/25/22,RAYE,82,"['RAYE', '070 Shake']","[659767, 421885]","[['dance pop', 'pop', 'uk contemporary r&b'], ['new jersey rap']]","Sleazin' and teasin', I'm sittin' on him All of my diamonds are drippin' on him I met him at the bar, it was 12 or somethin' I ordered two more wines, 'cause tonight, I want him A little context if you care to listen I find myself in a shit position The man that I love sat me down last night And he told me that it's over, dumb decision And I don't wanna feel how my heart is rippin' In fact, I don't wanna feel, so I stick to sippin' And I'm out on the town with a simple mission In my little black dress, and this shit is sittin' Just a heart broke bitch, high heels, six inch In the back of the nightclub, sippin' champagne I don't trust any of these bitches I'm with In the back of the taxi, sniffin' cocaine Drunk calls, drunk texts, drunk tears, drunk sex I was lookin' for a man who was on the same page Now it's back to the intro, back to the bar To the Bentley, to the hotel, to my old ways 'Cause I don't wanna feel how I did last night I don't wanna feel how I did last night Doctor, doctor, anything, please Doctor, doctor, have mercy on me, take this pain away You're asking me my symptoms, doctor, I don't wanna feel Toke this joint how I'm blowin' this steam Back to my ways like 2019 Not 24 hours since my ex did dead it I got a new man on me, it's about to get sweaty Last night really was the cherry on the cake Been some dark days lately and I'm finding it crippling Excuse my state, I'm as high as your hopes That you'll make it to my bed, get me hot and sizzling If I take a step back to see the glass half full At least it's the Prada two-piece that I'm trippin' in And I'm already actin' like a dick, know what I mean? So you might as well stick it in Just a heart broke bitch, high heels, six inch In the back of the nightclub, sippin' champagne I don't trust any of these bitches I'm with In the back of the taxi, sniffin' cocaine Drunk calls, drunk texts, drunk tears, drunk sex I was lookin' for a man who was on the same page Now it's back to the intro, back to the bar To the Bentley, to the hotel, to my old ways 'Cause I don't wanna feel how I did last night I don't wanna feel how I did last night Doctor, doctor, anything, please Doctor, doctor, have mercy on me, take this pain away You're asking me my symptoms, doctor, I don't wanna feel, mm (what?) 'Cause I don't wanna feel like I felt last night I don't wanna feel like I felt last night Be at peace with the things you can't change (last night) I'll be naked when I leave and I was naked when I came, yeah Out of reach, out of touch, too numb, I don't feel no way Toast up, so what? Street small, but it go both ways So you'll run, yeah, but you'll never escape Sunset in the maze (you're asking me my symptoms, doctor, I don't wanna feel) I don't wanna feel how I did last night I don't wanna feel how I did last night, oh Doctor, doctor, anything, please Doctor, doctor, have mercy on me You're asking me my symptoms, doctor, I don't wanna feel I don't wanna feel how I did last night I don't wanna feel how I did last night I don't wanna feel how I did last night ♪ Mm, lipstick smudged like modern art I don't know where the fuck I am or who's drivin' the fuckin' car Speedin' down the highway, sippin' Mixin' pills with the liquor 'cah fuck these feelings I left everyone I love on read (uh-huh) Spilling secrets to the stranger in my bed (uh-huh) I remember nothing, so there's nothing to regret (uh-huh)",149.7945831635294,680.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,96,8/25/22,Rema,82,"['Rema', 'Selena Gomez']","[1725074, 39608316]","[['nigerian pop'], ['dance pop', 'pop', 'post-teen pop']]","Vibez (vibez) ♪ Another banger Baby, calm down, calm down Girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown Girl, you sweet like Fanta, ooh, Fanta, ooh If I tell you say, ""I love you"", you no dey form yanga, oh, oh, yanga, oh No, tell me no, no, no, no, woah-woah, woah-woah Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo, woah-woah-woah-woah-woah You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm I see this fine girl, for my party she wear yellow Every other girl they dey do too much but this girl mellow Naim, I dey find situation, I go use take tell am hello Finally, I find way to talk to the girl but she no wan follow Who you come dey form for? Woah (mhmm) Why you no wan' conform? Woah (mhmm) Then I start to feel her bum-bum (mhmm) But she dey gimme small, small, woah I know say she sabi pass that one, one (mhmm) But she feeling insecure, woah 'Cause her friends go dey gum her like chewing gum, woah (mhmm) Go dey gum her like chewing gum, oh-woah Yeah, I know I look shy but for you I get down, oh, woah And my hips make you cry when I'm moving around you (yeah) Do it once, do it twice (do it twice) I push back, you hold me tight Get a taste for a night Baby show me you can calm down, calm down Dance with me and take the lead now, lead now Got you so high that you can't come down, come down Don't you ask, you know you're allowed, allowed When it's you I can't say no-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Baby, give me lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, mm-hmm As I reach my house, I say make a rest small, oh-woah (make a rest small, oh-woah) As me I wake up na she dey my mind, oh-woah (na she dey my mind, oh-woah) Day one, day two-wo, I no fit foc-o-us (I no fit focus) Na so me I call am, say make we link up, woah (I say make we link up woah) Got my hand on your heart now, I can feel it race If I leave then you say you can never love again Wanna give you it all but can't promise that I'll stay And that's the risk you take (you take) Baby, calm down, calm down Girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown Girl, you sweet like Fanta, ooh, Fanta, ooh If I tell you say, ""I love you"", you no dey form yanga, oh, oh, yanga, oh No tell me no, no, no, no, woah, woah, woah, woah Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh (your love, your love) Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah (oh, woah), hmm ♪ Your love",122.34767129927543,488.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,5odlY52u43F5BjByhxg7wg,golden hour,this is what ____ feels like (Vol. 1-4),0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,209260,92,9/23/22,JVKE,82,['JVKE'],[1402924],[['modern indie pop']],"It was just two lovers, sittin' in the car, listening to Blonde Fallin' for each other, pink and orange skies, feelin' super childish No Donald Glover, missed call from my mother Like, ""Where you at tonight?"" Got no alibi I was all alone with the love of my life She's got glitter for skin, my radiant beam in the night I don't need no light to see you Shine It's your golden hour (oh-ooh-oh) You slow down time In your golden hour (oh-ooh-oh) We were just two lovers, feet up on the dash, drivin' nowhere fast Burnin' through the summer, radio on blast, make the moment last She got solar power, minutes feel like hours She knew she was the baddest, can you even imagine Fallin' like I did for the love of my life? She's got glow on her face, a glorious look in her eyes My angel of light I was all alone with the love of my life She's got glitter for skin, my radiant beam in the night I don't need no light to see you Shine It's your golden hour (oh-ooh-oh) You slow down time In your golden hour (oh-ooh-oh)",55.91130650864952,195.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,7jtQIBanIiJOMS6RyCx6jZ,Another Love,Long Way Down,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,244360,67,6/17/13,Tom Odell,80,['Tom Odell'],[2791816],[['chill pop']],"I wanna take you somewhere so you know I care But it's so cold, and I don't know where I brought you daffodils in a pretty string But they won't flower like they did last spring ♪ And I wanna kiss you, make you feel alright I'm just so tired to share my nights I wanna cry and I wanna love But all my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up Oh, ooh ♪ ♪ And if somebody hurts you, I wanna fight But my hands been broken, one too many times So I'll use my voice, I'll be so fucking rude Words, they always win, but I know I'll lose And I'd sing a song, that'd be just ours But I sang 'em all to another heart And I wanna cry I wanna learn to love But all my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up Oh, oh, oh ♪ (Oh, need a love, now, my heart is thinking of) I wanna sing a song, that'd be just ours But I sang 'em all to another heart And I wanna cry, I wanna fall in love But all my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up Oh, oh",73.90734981175315,301.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Her Loss,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360,96,11/4/22,Drake,97,"['Drake', '21 Savage']","[71049961, 12588101]","[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap'], ['atl hip hop', 'rap']]","Go buy a zip of weed, hit the club Pay for 'bout ten nigga to get in, we crunk, lit in this bitch, yeah (Body up, yuh, yuh) Know we walk around the world (Body up, yuh, yuh) Steppin' not givin' a damn 'bout where our feet land at Yeah, get your ass mushed, smooshed (6ix) Yeah, 21, the biggest ♪ Put a nigga in the chicken wing, pussy 21, can you do some' for me? (21) Can you hit a lil' rich flex for me? (21) And 21, can you do sum' for me? (21, 21) Drop some bars to my pussy ex to me And 21 (21), can you do some' for me? (Yeah) Can you talk to the opps necks for me? (Okay) 21, do your thing, 21, do your thing (21) Do your thing, 21, do your thing Yellow diamonds in the watch, this shit cost a lot Never send a bitch your dot, that's how you get shot I DM in Vanish Mode, I do that shit a lot Took her panties off and this bitch thicker than a plot All my exes ain't nothin', them hoes busted If my opps ain't rappin', they ass duckin' You ain't ready to pull the trigger, don't clutch it I know you on your period, baby, can you suck it? I'm a savage (21) Smack her booty and magic (21) I'd slap a pussy nigga with the ratchet (pussy) I might slap a tracker on his whip and get to addin' (pussy) Don't call me on Christmas Eve, bitch, call your daddy (21) Bitch, call your uncle (21), bitch, don't call me (21) Always in my L, your hoe a freak (fuck) Why my opps be posting guns and only use they feet? (21) Paid like an athlete, I got- All you hoes All of you hoes need to remember who y'all talking to It's the slaughter gang CEO I got dick for you if I'm not working, girl If I'm busy, then, fuck no! You need to find you someone else to call When your bank account get low You need to find you someone Ayy, ayy, ayy, ayy, ayy I'm on that slaughter gang shit, ayy, murder gang shit Ayy, slaughter gang shit, ayy, murder gang shit Ayy, sticks and stones, chrome on chrome That's just what a nigga on Internet clones, got 'em kissin' through the phone Pussies clickin' up so they don't feel alone Ayy, man, nigga seein' me, I'm Young Money CMB I used to roll with CMG, the house is not a BNB The bad bitches waitin' on a nigga like I'm PnB I'm steady pushing P, you niggas pushing PTSD I told her ass to kiss me in the club, fuck a TMZ I used to want a GMC, when world was doing BNE We revvin' up and goin' on a run like the DMC I later wait a full couple days, then it's ""brb"" You rappers like askin' if I fucked when you know we did When you know we did She came in heels, but she left out on a cozy shit Ayy, I'm living every 24 like Kobe did Shoutout to the 6ix, R.I.P to 8 Swear this shit is getting ate, I'm on ten for the cake Get a lot of love from 12, but I don't reciprocate 51 division, stay patroling, when it's late 21 my addy, so the knife is on the gate All the dawgs eating off a Baccarat plate Niggas see Drake and they underestimate Take it from a vet', that's a rookie ass mistake, ayy (Slaughter gang shit, ayy murder gang shit, ayy) (Slaughter gang shit, ayy murder gang shit, ayy) (Slaughter gang shit, ayy murder gang shit, and you got 'em) ♪ Boy, look, you the motherfuckin' man Boy, you, ooh, you is the man, yeah, man!",161.9318181818182,646.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,96,5/13/22,OneRepublic,85,['OneRepublic'],[14903588],"[['piano rock', 'pop']]","I don't know what you've been told But time is running out, no need to take it slow I'm stepping to you toe-to-toe I should be scared, honey, maybe so But I ain't worried 'bout it right now (right now) Keeping dreams alive (hey!), 1999, heroes I ain't worried 'bout it right now (right now) Swimmin' in the floods (hey!), dancing on the clouds below I ain't worried 'bout it ♪ I ain't worried 'bout it Hey! I don't know what you've been told But time is running out, so spend it like it's gold I'm living like I'm nine-zeros Got no regrets, even when I'm broke, yeah I'm at my best when I got something I'm wanting to steal Way too busy for them problems and problems to feel (yeah-yeah) No stressing, just obsessin' with sealin' the deal I'll take it in and let it go But I ain't worried 'bout it right now (right now) Keeping dreams alive (hey!), 1999, heroes I ain't worried 'bout it right now (right now) Swimmin' in the floods (hey!), dancing on the clouds below I ain't worried 'bout it ♪ I ain't worried 'bout it Hey! (Ooh-ooh, ooh-ooh) I ain't worried (Ooh-ooh, oh-oh, ooh-ooh) Oh, no-no I ain't worried 'bout it right now (right now) Keeping dreams alive (hey!), 1999, heroes I ain't worried 'bout it right now (right now) Swimmin' in the floods (hey!), dancing on the clouds below I ain't worried 'bout it (ooh-aah, aah-ooh) Hey! I ain't worried 'bout it (ooh-ahh, aah-ooh) Hey! I ain't worried 'bout it",104.6563312366149,259.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,OzuTochi,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,93,10/7/22,Ozuna,90,"['Ozuna', 'Feid']","[35178390, 3285848]","[['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino'], ['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'urbano latino']]","Dime, ¿qué carajo fue lo que me hiciste? Son las 6 a.m. y quiero dormirme ya Pero no he podido desde que te fuiste ¿Qué tú me hiciste? Hey, ma, ¿cómo te saco de aquí? Llego a la disco y solo pienso en ti Lo que hicimo' yo lo quiero olvidar Con otra, pero no sabe igual (no) ¿Pa' qué te voy a mentir? (te voy a mentir) Ando con culo', pero pienso en ti Lo que hicimo' no lo quiero olvidar, lo quiero repetir, baby Estás perdida, ¿qué vas a hacer hoy? Te vi puesta pa'l gym o para el vacilón Baby, tú eras real, las otras, plástico Pusiste a esta liendra a hablar romántico (uy) Te pienso todo' los día' Uno no cambia un Mercede' por un Kia Sé que cagué la relación, mala mía Baby, no sé pa' qué peleamo', si podemo' estar haciendo groserías Condado, vista al mar, amanecimos ese día Nos fuimo' 'e fifty eight pa' la playa Pero nunca pensé que iba a ser el último día Baby, ¿dónde estás? Que yo paso por ti Ando activo con los títeres en las motoras, a ver si te veo por ahí Hey, ma, ¿cómo te saco de aquí? (¿cómo te saco de aquí?) Si llego a la disco y pienso en ti Lo que hicimo' lo he querido borrar Con otra chimba, pero no sabe igual (no) No te voy a mentir (te voy a mentir) Si no hay trago' solo pienso en ti Lo que hicimo' no lo quiero olvidar, lo quiero repetir (suena), baby Un culo como el tuyo, cualquiera peca (cualquiera peca) Tú solo dime cuándo quiere' que te meta Que hoy ando con el combo, los rompediscoteca Es que, bebé, tú ere' la neta, pero Solo quiero que te decida' pa' irte a buscar (pa' irte a buscar) Un perreíto lento y adentro terminar Solo falta que te decidas pa' irte a buscar (pa' irte a buscar) Un perreíto lento y adentro terminar Hmm, dame lu', que no sé Dame agua, que tengo sed Hoy quiero invertir lo que me gasté (me gasté) Con toa' las sustancia' son más de las tre' (eh-eh) Dime, ¿qué putas fue lo que me hiciste? (oh, no) Son las 6 a.m. y no puedo dormirme ya Pero no he podido desde que te fuiste ¿Qué tú me hiciste? Hey, ma, ¿cómo te saco de aquí? (¿cómo te saco de aquí?) Si llego a la disco y pienso en ti Lo que hicimo' lo he querido borrar Con otra, pero no sabe igual (no) ¿Pa' qué te voy a mentir? (te voy a mentir) Ando con culo', pero pienso en ti Lo que hicimo' no lo quiero olvidar, lo quiero repetir, baby Woh ♪ Nos fuimo' 'e fifty eight pa' la playa Pero nunca pensé que iba a ser el último día Woh",145.57477110885046,477.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,2LBqCSwhJGcFQeTHMVGwy3,Die For You,Starboy,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253,90,11/24/16,The Weeknd,97,['The Weeknd'],[56784093],"[['canadian contemporary r&b', 'canadian pop', 'pop']]","I'm findin' ways to articulate the feeling I'm goin' through I just can't say I don't love you 'Cause I love you, yeah It's hard for me to communicate the thoughts that I hold But tonight, I'm gon' let you know Let me tell the truth Baby, let me tell the truth, yeah You know what I'm thinkin', see it in your eyes You hate that you want me, hate it when you cry You're scared to be lonely, especially in the night I'm scared that I'll miss you, happens every time I don't want this feelin', I can't afford love I try to find a reason to pull us apart It ain't workin' 'cause you're perfect And I know that you're worth it I can't walk away, (oh) Even though we're going through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'Cause baby, I would die for you Baby, I would die for you, yeah I'm finding ways to manipulate the feelin' you're going through But baby-girl, I'm not blaming you Just don't blame me too, yeah 'Cause I can't take this pain forever And you won't find no one that's better 'Cause I'm right for you, babe I think I'm right for you, babe You know what I'm thinking, see it in your eyes You hate that you want me, hate it when you cry It ain't workin' 'cause you're perfect And I know that you're worth it I can't walk away Even though we're going through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'Cause baby, I would die for you Baby, I would die for you, yeah I would die for you, I would lie for you Keep it real with you, I would kill for you, my baby I'm just sayin', yeah I would die for you, I would lie for you Keep it real with you, I would kill for you, my baby Na, na, na, na, na, na, na, na Even though we're going through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'Cause baby, I would die for you Baby, I would die for you, yeah Die for you",100.28702839160356,435.0
Top global songs,https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF,0QHEIqNKsMoOY5urbzN48u,Made You Look,Takin' It Back,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,95,10/21/22,Meghan Trainor,84,['Meghan Trainor'],[12664292],"[['dance pop', 'hip pop', 'pop']]","I could have my Gucci on I could wear my Louis Vuitton But even with nothing on Bet I made you look (I made you look) I'll make you double take soon as I walk away Call up your chiropractor just in case your neck break Ooh, tell me what you, what you, what you gon' do? Ooh 'Cause I'm 'bout to make a scene, double up that sunscreen I'm 'bout to turn the heat up, gonna make your glasses steam Ooh, tell me what you, what you, what you gon' do? Ooh When I do my walk, walk I can guarantee your jaw will drop, drop 'Cause they don't make a lot of what I got, got Ladies, if you feel me, this your bop, bop (Bop, bop, bop) I could have my Gucci on (Gucci on) I could wear my Louis Vuitton But even with nothing on Bet I made you look (I made you look) Yeah, I look good in my Versace dress (take it off) But I'm hotter when my morning hair's a mess But even with my hoodie on Bet I made you look (I made you look) (Hmm-hmm-hmm) And once you get a taste, you'll never be the same This ain't that ordinary, it's that 14 karat cake Ooh, tell me what you, what you What you gon' do? Ooh When I do my walk, walk I can guarantee your jaw will drop, drop 'Cause they don't make a lot of what I got, got Ladies, if you feel me, this your bop, bop (Bop, bop, bop) I could have my Gucci on (Gucci on) I could wear my Louis Vuitton But even with nothing on Bet I made you look (said I made you look) Yeah, I look good in my Versace dress (take it off) But I'm hotter when my morning hair's a mess But even with my hoodie on Bet I made you look (said, I made you look)",146.5856274579907,328.0
